1 : 593.0 

2 : 711.0 

3 : 1500.0 

4 : 1200.0 

5 : 505.0 

6 : 855.0 

7 : 556.0 

8 : 891.0 

9 : 3600.0 

10 : 710.0 

11 : 2200.0 

12 : 1900.0 

13 : 823.0 

14 : 10000.0 

15 : 761.0 

16 : 1600.0 

17 : 13600.0 

18 : 3100.0 

19 : 5700.0 

20 : 17100.0 

21 : 2800.0 

22 : 598.0 

23 : 445.0 

24 : 1500.0 

25 : 852.0 

26 : 783.0 

27 : 1500.0 

28 : 1800.0 

29 : 462.0 

30 : 425.0 

31 : 3200.0 

32 : 3900.0 

33 : 480.0 

34 : 573.0 

35 : 3600.0 

36 : 343.0 

37 : 7700.0 

38 : 2600.0 

39 : 504.0 

40 : 2100.0 

41 : 1100.0 

42 : 401.0 

43 : 4200.0 

44 : 1200.0 

45 : 1500.0 

46 : 575.0 

47 : 507.0 

48 : 1200.0 

49 : 695.0 

50 : 1200.0 

51 : 4900.0 

52 : 382.0 

53 : 400.0 

54 : 4600.0 

55 : 2400.0 

56 : 1600.0 

57 : 1100.0 

58 : 1300.0 

59 : 819.0 

60 : 585.0 

61 : 536.0 

62 : 834.0 

63 : 645.0 

64 : 598.0 

65 : 217.0 

66 : 3200.0 

67 : 545.0 

68 : 1800.0 

69 : 1200.0 

70 : 732.0 

71 : 1200.0 

72 : 2800.0 

73 : 495.0 

74 : 690.0 

75 : 1300.0 

76 : 552.0 

77 : 631.0 

78 : 4800.0 

79 : 851.0 

80 : 755.0 

81 : 468.0 

82 : 4600.0 

83 : 1300.0 

84 : 1200.0 

85 : 1100.0 

86 : 1500.0 

87 : 2400.0 

88 : 1200.0 

89 : 1700.0 

90 : 1200.0 

91 : 500.0 

92 : 455.0 

93 : 1100.0 

94 : 459.0 

95 : 1400.0 

96 : 6400.0 

97 : 4800.0 

98 : 695.0 

99 : 341.0 

100 : 1900.0 

101 : 1200.0 

102 : 450.0 

103 : 663.0 

104 : 302.0 

105 : 971.0 

106 : 1400.0 

107 : 1000.0 

108 : 1900.0 

109 : 1100.0 

110 : 1100.0 

111 : 1500.0 

112 : 2000.0 

113 : 5700.0 

114 : 7100.0 

115 : 1200.0 

116 : 705.0 

117 : 1900.0 

118 : 3800.0 

119 : 2300.0 

120 : 575.0 

121 : 1800.0 

122 : 1600.0 

123 : 1900.0 

124 : 5600.0 

125 : 1500.0 

126 : 9200.0 

127 : 1700.0 

128 : 6000.0 

129 : 752.0 

130 : 19400.0 

131 : 1700.0 

132 : 1600.0 

133 : 788.0 

134 : 454.0 

135 : 1100.0 

136 : 2800.0 

137 : 1600.0 

138 : 2000.0 

139 : 412.0 

140 : 1100.0 

141 : 417.0 

142 : 1600.0 

143 : 2500.0 

144 : 474.0 

145 : 2100.0 

146 : 513.0 

147 : 10400.0 

148 : 2200.0 

149 : 5600.0 

150 : 373.0 

151 : 1000.0 

152 : 3200.0 

153 : 657.0 

154 : 2100.0 

155 : 727.0 

156 : 350.0 

157 : 1900.0 

158 : 1200.0 

159 : 2800.0 

160 : 341.0 

161 : 648.0 

162 : 1300.0 

163 : 1000.0 

164 : 1300.0 

165 : 1700.0 

166 : 4600.0 

167 : 2700.0 

168 : 1700.0 

169 : 450.0 

170 : 939.0 

171 : 1600.0 

172 : 866.0 

173 : 606.0 

174 : 5000.0 

175 : 11500.0 

176 : 529.0 

177 : 28000.0 

178 : 1700.0 

179 : 761.0 

