1 : 598.0 

2 : 598.0 

3 : 1200.0 

4 : 1200.0 

5 : 1200.0 

6 : 343.0 

7 : 1200.0 

8 : 1200.0 

9 : 1200.0 

10 : 598.0 

11 : 1200.0 

12 : 1200.0 

13 : 217.0 

14 : 1200.0 

15 : 343.0 

16 : 1200.0 

17 : 1200.0 

18 : 1200.0 

19 : 3200.0 

20 : 1200.0 

21 : 1200.0 

22 : 598.0 

23 : 1200.0 

24 : 1500.0 

25 : 1500.0 

26 : 598.0 

27 : 1500.0 

28 : 1200.0 

29 : 598.0 

30 : 598.0 

31 : 343.0 

32 : 1200.0 

33 : 598.0 

34 : 598.0 

35 : 1200.0 

36 : 343.0 

37 : 1200.0 

38 : 1500.0 

39 : 598.0 

40 : 343.0 

41 : 1200.0 

42 : 598.0 

43 : 1200.0 

44 : 1200.0 

45 : 1200.0 

46 : 598.0 

47 : 1200.0 

48 : 1200.0 

49 : 1200.0 

50 : 1200.0 

51 : 1200.0 

52 : 1200.0 

53 : 1200.0 

54 : 1200.0 

55 : 1200.0 

56 : 1200.0 

57 : 598.0 

58 : 1200.0 

59 : 598.0 

60 : 343.0 

61 : 1200.0 

62 : 598.0 

63 : 1200.0 

64 : 598.0 

65 : 1200.0 

66 : 1200.0 

67 : 598.0 

68 : 1500.0 

69 : 1200.0 

70 : 598.0 

71 : 1200.0 

72 : 1500.0 

73 : 598.0 

74 : 1500.0 

75 : 1200.0 

76 : 598.0 

77 : 598.0 

78 : 1500.0 

79 : 1500.0 

80 : 1500.0 

81 : 341.0 

82 : 1300.0 

83 : 1100.0 

84 : 1100.0 

85 : 1100.0 

86 : 1200.0 

87 : 1900.0 

88 : 1200.0 

89 : 1700.0 

90 : 1200.0 

91 : 1200.0 

92 : 341.0 

93 : 1100.0 

94 : 1500.0 

95 : 1100.0 

96 : 1500.0 

97 : 1600.0 

98 : 1200.0 

99 : 341.0 

100 : 1900.0 

101 : 1200.0 

102 : 1200.0 

103 : 1200.0 

104 : 1200.0 

105 : 341.0 

106 : 1100.0 

107 : 341.0 

108 : 1200.0 

109 : 341.0 

110 : 1100.0 

111 : 1100.0 

112 : 1100.0 

113 : 1100.0 

114 : 1200.0 

115 : 1200.0 

116 : 1100.0 

117 : 1100.0 

118 : 427.0 

119 : 1500.0 

120 : 1100.0 

121 : 1000.0 

122 : 1100.0 

123 : 1100.0 

124 : 1700.0 

125 : 1500.0 

126 : 1500.0 

127 : 1200.0 

128 : 1600.0 

129 : 1100.0 

130 : 5600.0 

131 : 341.0 

132 : 1200.0 

133 : 1200.0 

134 : 1100.0 

135 : 1200.0 

136 : 1500.0 

137 : 1900.0 

138 : 1200.0 

139 : 341.0 

140 : 1100.0 

141 : 341.0 

142 : 1900.0 

143 : 1700.0 

144 : 341.0 

145 : 1100.0 

146 : 1200.0 

147 : 1700.0 

148 : 1200.0 

149 : 1500.0 

150 : 1500.0 

151 : 1500.0 

152 : 1100.0 

153 : 1200.0 

154 : 1100.0 

155 : 1100.0 

156 : 1500.0 

157 : 1900.0 

158 : 1200.0 

159 : 1700.0 

160 : 341.0 

161 : 1500.0 

162 : 1100.0 

163 : 1200.0 

164 : 1200.0 

165 : 341.0 

166 : 1100.0 

167 : 1600.0 

168 : 1200.0 

169 : 341.0 

170 : 1900.0 

171 : 1700.0 

172 : 1200.0 

173 : 1100.0 

174 : 1900.0 

175 : 1500.0 

176 : 1500.0 

177 : 2000.0 

178 : 1200.0 

179 : 1100.0 

180 : 1900.0 

181 : 1100.0 

182 : 1200.0 

183 : 1500.0 

184 : 1100.0 

185 : 1300.0 

186 : 1500.0 

187 : 2400.0 

